submission_id,respondent-id,time,rating,free_text,do_better,pcn,surgery,campaing_id,logic,campaign_rating,campaign_freetext
a1b8dE,PbValB,2024-10-28 09:25:22,Very good,Was seen same day by my wonderful GP Dr. Khamvari and treated with respect and care.,Nothing ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Had my jab at Boots because they asked me earlier. 
NN5QAB,1N1by4,2024-10-28 12:56:41,Very good,Best dr ever,Thank u ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
zBEOva,VbRWza,2024-10-29 00:35:36,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
GE9oYj,6p8PpB,2024-10-29 17:43:20,Very good,"The doctor was truly insightful, caring, communicated really clearly and was mindful of the messages and the impact. I’m just grateful how Dr Younger consulted me, thank you ",Dr Younger is absolutely wonderful ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
j4lqdE,rkDNgM,2024-10-30 11:24:32,Very good,,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,
XA4aZV,X2Lro4,2024-10-30 12:23:21,Good,I am happy with the service provided by the surgery.,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
2dPBLe,z1jqok,2024-10-30 13:43:03,Very good,Becouse  of your always good services.,Yes of course,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Very good with many thanks .
pqO88B,8Rq4al,2024-10-30 18:47:00,Very good,Excellent personal service ,Just a big thank you ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
r9KDWL,X2JPjg,2024-10-31 17:45:19,Very good,I was seen very quickly and treated very well. ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
kjA9DZ,okeP5b,2024-10-31 18:07:29,Very good,"Fast, friendly service ",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
70DLE2,eYQJVo,2024-10-31 18:13:05,Very good,Friends and efficient ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
bRkArE,NM6rMW,2024-10-31 21:45:23,Very good,Very little waiting time and a quick message via reception got the information to my GP.,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
PQ0Q4d,okRWXX,2024-11-01 09:03:12,Good,The doctors are nice and the receptionist helpful. ,Quiker appointments with doctors.,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,
r9VQ85,Yx4KaW,2024-11-01 13:31:52,Good,Doctors and staff are always professional and polite ,Everything was fine,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,4,Everything was explained 
oNdBLb,okGRVX,2024-11-01 14:09:35,Very good,"Friendly, Professional and Efficient ",Perhaps a wall clock in the patient’s lounge!,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Super 
aJEKGb,k77e8Z,2024-11-01 14:17:31,Very good,"Professional, nice and timely ",Nothing. It was great,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Great 
j47PpJ,M684Jg,2024-11-01 15:49:04,Very good,"I have emergency appointment this morning I’m very pleased with the service , thank you ",Yes to have phone consultation more often with the gp ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
j47XjQ,z1DYA0,2024-11-01 18:51:08,Very good,Helpful ,No ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
zBrkgZ,qkAPE7,2024-11-01 19:51:09,Very good,"The reception staff are courteous and efficient. 
The doctors are all very well versed with one’s previous health issues by the time you enter the consulting room and 
 they seem dedicated to improving the health of their patients . ","Because of the volume of patients they handle one sometimes had to wait some days for an appointment but for an immediate problem there is a system for same day appointments, which seems to work well. ",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
50qL0o,ENQgxq,2024-11-01 23:40:44,Very good,I feel so lucky to have you as my GPs. Thank you for all you do! ,Nothing. Absolutely incredible. ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,
00bjY9,okyo6N,2024-11-02 11:09:51,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
GEb1OO,AjxlWz,2024-11-04 13:22:58,Very good,Every one is cooperating ,Nothing ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
OqE20a,qkOedk,2024-11-04 16:18:12,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
V7xzdg,OoL6jp,2024-11-04 18:08:36,Very good,Incredibly prompt response to my issue.  Everyone from the reception staff to the doctor were friendly and caring.,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,
K2yQOV,jk74RR,2024-11-05 14:16:15,Very good,"Professional,efficient, friendly.",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,
905qDQ,YxM7OB,2024-11-05 14:20:58,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
40d48X,kk78ZR,2024-11-05 14:21:07,Very poor,I was talked at and felt not listened to. I felt no really sense of duty of care and my needs ignored. I felt like I was being appeased to get me out of the room.,"Yes, treating patients as individuals and actually listening to them rather than just hear to respond. You have a duty of care, start caring. ",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
XAyGje,ydEWN8,2024-11-05 15:50:45,Very good,Dr pumphrey lovely and helpful. ,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,4,
40dG2B,4pN7Po,2024-11-05 17:40:01,Very good,The appointment time is scheduled n is on time. I am pleased with everything. Thank you very much for the service. ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,
40dEKY,L6MPZ2,2024-11-05 17:48:45,Very good,Very caring doctors and helpful reception team,"No, everyone does an excellent job, thank you ",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
005WZN,NBr14b,2024-11-05 19:26:31,Very good,"Got helped quickly 
Nice receptionists 
Dr India Pumphrey was great 
All was good ",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
XAdxRP,X2R6ld,2024-11-06 12:33:14,Very good,My gp dr tobi is always very helpful,"Update the practice phone voice message with people who have neutral tones, as every where else!",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
gPX9VD,L6Ee12,2024-11-06 13:16:12,Very good,"Dr was professional, caring and answered questions regarding my treatments. The reception was always help and welcoming ",Short waiting times seeing for non urgent care would be good ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
Boq1aY,12E7Ll,2024-11-06 13:49:51,Very good,"Dear Dr Kamvari, his a great. I would like to say, thank you so much. ",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
90P5gE,21d8aM,2024-11-06 16:01:33,Very good,"This morning, i called the surgery.
Requesting them for telephonic appointment with my GP. Because I was not feeling well.
The was very helpful. He arranged the appointment right away.
My doctor called me right on time.
And he arranged everything right away.
 Big thanks to kensington park surgery.
","I am happy as good as is it.
Pls, keep it up.",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,4,"I had received the massage for the 
flu vaccination.
And i had my vaccination done.
"
XA75VY,gkWWBO,2024-11-06 18:36:35,Very good,The doctor is very kind and helpful ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Excellent 
GEV6gZ,b6NKO6,2024-11-06 18:42:26,Very good,Excellent caring Doctors and reception staff. Thank you ,"Everything is very good, thank you ",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
eOG6El,VoVd7N,2024-11-06 19:45:10,Very good,"Excellent doctor, efficient booking system.",No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,4,
BoJ494,NRMvGp,2024-11-07 10:36:26,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
OqxM0M,dk8YGD,2024-11-07 14:43:14,Very good,Very reassuring and helpful .,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
yA85g4,2Dl4Q9,2024-11-07 14:45:20,Very good,Dr pomphrey was very attentive and thorough in her examination ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
DORlX5,8R6PMP,2024-11-07 15:35:25,Very good,Kind and efficient staff,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
ZkrYKA,ENZY5o,2024-11-07 17:57:23,Very good,Brilliant doctors who care! ,Thorough checkup ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
EV26AA,5pMa9Z,2024-11-08 16:40:21,Very good,"The doctor was very thorough and courteous- he listened, answered all my questions, organised an x-ray and enabled me to get a ct scan.",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
XApbQz,qkv2VG,2024-11-08 18:31:40,Very good,Quick and friendly and helpful ,Free whiskey ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,It worked …so far
Q9604G,lMgv1o,2024-11-09 23:39:57,Very good,"On time , friendly, everyone and everything was fine ",No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
Krpv7g,ok15jb,2024-11-11 15:26:29,Very good,Kamavari  practice is excellent  Doctors are caring  spot on for illness ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,
q859M9,xl18jJ,2024-11-11 17:55:42,Very good,It’s a great GP surgery!,No it’s perfect for me,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
PZp9B0,M7q9MX,2024-11-11 19:34:17,Very good,Good communication from reception and also from Doctor Kamvari who returned my call.,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,I already had mine at local chemist
ZboK2o,JWZN1K,2024-11-12 09:07:00,Very good,So far I haven’t had to wait too long for an appointment staff friendly and helpful and I get to see same doctor not strangers in a hub keep going ,Not so far ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Was informed by message. Was able to access Charles hospital and had flu and Covid jabs at the same time good. 
0qBoEy,aaXK1Z,2024-11-12 14:08:44,Very good,Because Dr Shona Rebeston very helpful ,Yes,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
4l77YB,2DzMgA,2024-11-12 18:29:06,Very good,"Friendly, efficient and accommodating ",No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Great
GOldWk,Qv6N7l,2024-11-13 12:23:30,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
RqPv9d,NBr14b,2024-11-13 13:58:42,Very good,Was good ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
l8y416,0DqRMA,2024-11-14 08:32:49,Very good,Depending on my own experience when making appointment and seeing the doctors.  ,I am satisfied  with all the services provided. ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
pYA728,2DGqbb,2024-11-14 20:22:17,Very good,Staff were friendly and efficient throughout ,Perhaps additional expertise in the issue I was seen for,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
VWVzWM,GQG9jk,2024-11-15 13:30:50,Good,Quick and efficient.,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
BJDM4e,GqYdle,2024-11-16 06:36:51,Very good,Helpful and friendly clinic,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
Wap4Zj,1pj5XW,2024-11-16 23:33:08,Very good,Very very caring people excellent service ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
77aY8A,o7xZDP,2024-11-18 12:54:50,Very good,receptionist always very  friendly and no waiting too long.doctors very good.,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,4,good
X68A4e,2DMxvM,2024-11-18 12:56:13,Very good,The doctor resolved my query ,All was fine ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
q8kqeY,okr99e,2024-11-18 18:10:42,Very good,Great service ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,
dJgaWA,vKGN1D,2024-11-19 17:57:45,Very good,Very responsive ,No! ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
z8gMva,zLxzBM,2024-11-19 18:12:21,Very good,When I called the surgery I didn't expect to get an appointment today.,It was great,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
v8gzQA,G5xbGo,2024-11-19 21:12:25,Very good,Kept to appointment time. Dr knew my case history. Listened and made constructive proposal for follow up.,Not have to wait 3 weeks for an appointment which was urgent at the time.,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
x8o0Py,AyrzKB,2024-11-20 05:19:49,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,4,
QNyBog,rvDRM2,2024-11-20 12:16:10,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,
KryB6z,B0EqNQ,2024-11-20 12:17:22,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
KryOZ7,4zaMBY,2024-11-20 13:29:50,Very good,"Efficient check-in, got seen on time, doctor really listened to my issues and referred accordingly. ",No complaints,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
77YL96,xvMJMd,2024-11-21 15:16:59,Very good,Best doctor ever,"Good listing 
Professional ",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
RqQQqK,JMpBO7,2024-11-21 18:17:22,Very good,Dr Pumphrey was charming and gave very clear advice.,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,
RqQXAl,DMkoAb,2024-11-21 19:51:14,Very good,"Flawless, efficient and superb service ",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Keep up the good work 
Rqeqrp,pvoKJq,2024-11-22 02:52:19,Very good,"Good experience.
As expected and ahead of the appointed time.",No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,0,Perfect jab
JEv4YK,DM7WVp,2024-11-22 17:59:37,Very good,"Always feel safe there Dr Camvari the nurses are very helpful and friendly )
",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
y85B14,169Opg,2024-11-22 18:19:25,Very good,"The attention is really good starting from the receptionist (the guy) he always is ready to help, and then the doctors they are really good and prepare dr kambari dr nalia, dr pumprey they are amazing doctors, they always take care for my family.",No ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
dJMd2o,NdoMVQ,2024-11-23 09:32:33,Very good,I called them at 3 pm and managed to see the doctor at 17:35,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
b108e1,Rk4Gol,2024-11-25 13:07:35,Very good,I never had a bad experience with my local surgery. Dr listened to me and was helpful with advice and arranging blood tests.,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
k8VJD1,QkrMLG,2024-11-25 13:48:36,Very good,"Dr Robertson excellent doctor,everyone she takes a good history and examination ,well planned treatment,gets the patient involved.Thank Doctor Robertson ",No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Good 
v87NBg,qvBg8d,2024-11-25 18:04:32,Very good,Very very good,No its so much better 🙏,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Very good
Kr7Mv8,qvBg8d,2024-11-25 18:06:04,Very good,Very very good 👏👍,"No, Its so much better 🙏",Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
OMDPyR,qvPy99,2024-11-26 10:15:03,Very good,All kind and helpful ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,0,
Jv9ZPo,xv2JGr,2024-11-26 12:47:27,Very good,It is efficient and thorough,I can’t think of anything,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,4,I still caught a bad cold and my wife the flu a few weeks later
PJRyB5,DM56kZ,2024-11-26 18:23:05,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,
Mp1qa0,dvlepd,2024-11-26 18:30:10,Good,Because I had enough time with dr Robertson to chat about myself and Jawad my son ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
VOpXEj,6MRB0Y,2024-11-26 18:47:34,Very good,Everyone is very very helpful and friendly ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
VOpaMv,ovoP1M,2024-11-26 19:02:05,Very good,Clean and conducive environment. The doctor was excellent too.,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
4Va6Vr,RkREMv,2024-11-26 19:57:48,Very good,I was given the help that I really needed.,Not that I can think of at the moment ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,Yes,5,Was given my flu jab within 5 minutes of walking into the surgery.
OM4qO8,6MO6jP,2024-11-27 18:15:49,Very good,Everyone is so kind and helpful. ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
eWrLRk,6MQjOJ,2024-11-27 22:58:51,Good,"I have a lot of problems with taking time. I come today to make an appointment. He says go tomorrow at 8 o'clock, come in the morning, not at 1 o'clock in the afternoon. It is very difficult for me.",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
x5YG4G,kv0jve,2024-11-28 18:59:50,Very good,Fast appointment with empathetic and caring GP,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
0REPMQ,lMgv1o,2024-11-29 08:43:17,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
JvLAWd,16NO4W,2024-11-30 11:01:04,Very good,Very responsive and I felt very looked after. ,No! ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,5,
ZrlRgv,bvYXpe,2024-11-30 12:55:27,Very good,Dealing with reception and the doctor were both excellent. ,None,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
q1jJrY,9MrQ65,2024-12-02 15:42:04,Very good,All the staff and Foctors very courteous and efficient and display a great deal of empathy.,Nothing.,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,5,
g6WEQN,16BGl1,2024-12-02 17:54:04,Good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,0,
Ql8LqA,0aA1qP,2024-12-02 18:13:08,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,5,
VOb92y,MMPJ60,2024-12-03 07:21:33,Very good,"Scheduled forward care, eg various health reviews. Doctors and nurses are of a high standard. Communication through reception is very good ",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,5,
0RDrMQ,27VY5D,2024-12-03 11:09:27,Neither good nor poor,no comment ,"De Kamvari was too busy to acknowledge my requests since waiting two weeks for him to call me back about my severity of spine lumba back sciatica painstakingly painful episodes.. But, do understand his response but still no excuse to treat patients as such … 
The receptionists was helpful but waiting time to see one’s own personal Doctors is v long!  ",Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
D6ZoXR,8MWQx5,2024-12-03 15:30:03,Very good,"Excellent service, they try their best to help patients to be seen asap.",none,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,5,
q1NoN8,Ay5Z5e,2024-12-04 13:33:44,Very good,Dr India was very personable and went into great lengths to discuss my options for treatment. Many thanks ,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,4,None 
jAglA9,lv17p6,2024-12-04 17:58:11,Very good,Always there to help you ,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,0,Lee bevan
jA29dR,avPJp2,2024-12-05 13:23:34,Very good,Always helpful ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,3,
9j56q1,8JoLBx,2024-12-05 13:23:54,Very good,"They are very helpful .
Thank you ",. ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
VOAJK6,pvXAe8,2024-12-05 18:28:51,Very good,Amazing ,Mo,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
Jvx2qz,27zrbp,2024-12-05 18:49:43,Very good,Dayisfiec,It is already very good,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
OMKbX7,dvoXEr,2024-12-06 15:00:26,Very good,Short waiting time and good consultation,Probably not,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
jA4dlJ,W1aPKQ,2024-12-07 16:19:11,Very good,"I had a sudden emergency, they were available for a consultation almost straight away. Delighted by the service and grateful",N/a,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
ppQ228,RkNjbp,2024-12-09 17:56:42,Very good,So helpful and kind and patient ,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,5,
ZrqVgA,9MeZeG,2024-12-10 13:57:45,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
eWkOZo,Ndz8Nj,2024-12-10 16:50:16,Very good,Excellent services and Dr. Akash Kamvari is very caring and very experienced and the best to have him looking after you. ,"If you are residing within the Surgery catchment area, then signed up to be your GP as if not, you will missed out having the best GP as they will have you transfer out to another GP once you are out of their catchment area. ",Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,5,
de52Go,VDrK8N,2024-12-10 21:53:35,Very good," I would like to express my sincere gratitude to Dr. Kanvari for the exceptional care and attention I have received. He consistently demonstrates professionalism, kindness, and genuine concern for his patients. Dr. Kanvari takes the time to listen carefully, explain things thoroughly, and ensure I feel comfortable with every step of my treatment.

I always feel confident knowing I’m in such capable hands. Thank you, Dr. Kanvari, for going above and beyond in providing excellent care—your dedication is truly appreciated!",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,2,
oL4kMx,bvab9E,2024-12-10 22:54:38,Very good,"A very effective practice and saw me
On time. ",No that I can think of currently ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,5,
MxKWdX,01XQvB,2024-12-11 18:29:55,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
aMe5Py,0a2ajN,2024-12-12 20:25:57,Very good,"Friendly receptionists, very good doctors, best in fact. 
Did not have to wait to see my doctor ",No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
0W8WJZ,E6kPGL,2024-12-13 18:21:35,Very good,Timely and efficient,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
z6M6BR,E6kPjB,2024-12-13 18:25:45,Very good,Very professional doctor ,No the doctors was superbe ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
NZMVEp,0kxPWN,2024-12-18 18:26:46,Very good,The GP was helpful compassionate and understanding. He gave good advice ,No the treatment was very good.,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
DGaAPX,lzRqOp,2024-12-20 07:13:18,Very good,Dr Pumphrey is amazing! I was fully examined and reassured. She is kind understanding and caring. ,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,5,
L2OxKz,0kPMDN,2024-12-20 09:22:15,Very good, I didn't wait too long and most importantly the doctor was good.,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
PqPKyb,Da5qGp,2024-12-20 17:57:01,Good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,5,
p2Zl91,RjRdo4,2024-12-20 18:20:40,Very good,He was treated very well,He was very happy treatment he had with Mr McCook Nathan,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
1axQl1,k0Y58R,2024-12-21 14:18:52,Very good,The Doctor called  me on time and very helpful. The receptionists kindly gave me an appointment on the day. Many thanks ,N/A,Brompton-Health-PCN,Kensington-Park-Medical-Centre,flu_campaign_24,No,0,
26GBrM,lzKl5B,2024-12-24 17:52:39,Very good,"The doctors are really understanding and supportive, very helpful too ",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
W7yL1j,xzzZao,2024-12-27 12:43:53,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
8BzNoA,Gb4J62,2024-12-30 14:18:53,Very good,excellent service by my GP,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,5,
ko9bAo,pz17A1,2024-12-30 14:21:37,Very good,It’s the BEST!,100%,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,5,Spot On
lGqOjX,rY12G5,2024-12-30 15:00:53,Very good,"Dr Pumphrey was compassionate, understanding and made me feel comfortable opening up. The support from all Dr’s at the surgery is amazing. ",No ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
1ekVVW,MVqvrM,2024-12-30 15:13:18,Very good,I was able to get a same day appointment. The staff where friendly and helpful and worked hard to understand me and my health care need s,Nope 🙂‍↔️ ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
qraPYd,xz1zVJ,2024-12-30 15:57:45,Good,"Returned calls, but not able to arrange investigations which had a degree of urgency",,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
z9N04k,M7q9MX,2024-12-30 16:43:31,Very good,Interaction was swift and clear.,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
jRbXdx,4Oy6Jo,2024-12-30 18:56:43,Very good,,,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,Yes,5,
gldaLl,kzQ9lr,2024-12-30 22:03:51,Very good,The doctor was very helpful - she listened to me patiently and prescribed medication accordingly . ,Very content with doctor ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
NjXQyO,ZeX6Lo,2024-12-31 14:10:05,Very good,Doctor and receptionist absolutely excellent and friendly. ,No,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
VePAAM,Da9dER,2024-12-31 14:10:18,Very good,I got seen early the nurse was good explaining what and why she was doing didn’t feel rushed ,Not really only complaint I have I know doctors and receptionist are busy but I have heart checked and bloods done and then I will get a text saying can you come in and have these done I know it’s a round robin but I worry because I’ve had my medication stop if you ignore ,Brompton-Health-PCN,Kensington-Park-Medical-Centre,nhs_app24,No,0,
