free_text,sentiment_free_text,sentiment_score_free_text,free_text_len,rating_score,feedback_labels,emotion_free_text,label,abs_sentiment
Had to wait but not for long,neutral,0.591213583946228,7.0,4.0,Waiting Time,neutral,0,0.591213583946228
I d prefer to visit the clinic for face to face consultations rather than telephone appointment as I have impairment in my hearing,neutral,0.573569655418396,23.0,,Accessibility and Convenience,neutral,0,0.573569655418396
Nothing really it is beyond excellent,positive,0.9217869639396667,6.0,5.0,Staff Professionalism,admiration,0,0.9217869639396667
Nothing Dr was almost on time and if it can always be like that then it is excellent More face to face with regular gp would be good but not essential,positive,0.7636919617652893,31.0,5.0,Follow-up and Continuity of Care,admiration,0,0.7636919617652893
Nothing could be improved on It was all efficient kind Much appreciated,positive,0.9026876091957092,13.0,5.0,Patient Respect,admiration,0,0.9026876091957092
I think is very important to face to face appointment itâ€™s make you feel more confident and relax we are patient with so many fears of life that some time we can express in the phone,positive,0.719488263130188,36.0,4.0,Appointment Availability,caring,0,0.719488263130188
Printer did not work so the doctor Could not print my foem for xray and ECG,negative,0.8028424978256226,16.0,5.0,Test Results,neutral,0,-0.8028424978256226
Nothing to improve on All of the staff are lovely From the reception team the nurses GP Manager to my GP Dr PERSON I have been a patient for over 10 years Very pleased with everyoneâ€™s care and skill,positive,0.9669883251190186,39.0,5.0,Patient Respect,admiration,0,0.9669883251190186
I was very happy with all aspects of my visit to the surgery,positive,0.9800748825073242,13.0,5.0,Treatment Quality,joy,0,0.9800748825073242
Iâ€™m fed up with this GP,negative,0.9249784350395204,6.0,2.0,Prescriptions and Medication Management,annoyance,0,-0.9249784350395204
Whilst I felt a bit rushed the doctor was very attentive and gave me some clear action steps All staff I encountered were quite friendly and helpful,positive,0.7795403003692627,27.0,4.0,Staff Professionalism,admiration,0,0.7795403003692627
Nothing to improve Great experience when I visited for my appointment with Dr PERSON All staff at reception were also great along with PERSON who I spoke to on the phone,positive,0.918683648109436,31.0,5.0,Reception Staff Interaction,admiration,0,0.918683648109436
Giving great importance and frequent follow up,positive,0.8169592618942261,6.0,5.0,Follow-up and Continuity of Care,admiration,0,0.8169592618942261
Very prompt and highly professional focused advice Thank byou a lot,positive,0.9674559235572816,11.0,5.0,Patient Respect,gratitude,0,0.9674559235572816
No working internet at Scarsdale waiting room,negative,0.6368113160133362,7.0,4.0,Waiting Time,neutral,0,-0.6368113160133362
The System is ridiculous and now Iâ€™m going to GP only for medication or sick not thatâ€™s what l want because the pip is asking me to bring letters for my GP about my condition health and the GP is told me tell them to pip contact the GP Thatâ€™s why Iâ€™m not going anymore to GP about my new health or ongoing issues about my health and now Iâ€™m going to my GP only for sick note or medication And let me stay home and everyone take responsibility,negative,0.8702189922332764,90.0,2.0,Prescriptions and Medication Management,annoyance,0,-0.8702189922332764
Nothing donâ€™t try to fix what is not broken,negative,0.7202398777008057,9.0,5.0,Patient Respect,neutral,0,-0.7202398777008057
A clear description of my problem,negative,0.7238240242004395,6.0,4.0,Patient Education and Information,neutral,0,-0.7238240242004395
To be honest Iâ€™m feed up about the system Iâ€™m not happy and Iâ€™m very sick my health goes bad to worse and l didnâ€™t find any help from you 75 per cent not experience and no Deserve to be there Iâ€™m sorry about that,negative,0.9601081609725952,45.0,2.0,Patient Respect,sadness,0,-0.9601081609725952
Nothing it was alll efficient and excellent,positive,0.9340738654136658,7.0,5.0,Staff Professionalism,admiration,0,0.9340738654136658
Iâ€™m not happy with this system ridiculous some staff not deserve to work in this GP unfortunately itâ€™s shameful,negative,0.9588798880577089,19.0,2.0,Prescriptions and Medication Management,embarrassment,0,-0.9588798880577089
The system is ridiculous for this GP,negative,0.9087514877319336,7.0,2.0,Staff Professionalism,annoyance,0,-0.9087514877319336
Even longer time with the doctor although already a double appointment,neutral,0.7486569881439209,11.0,5.0,Waiting Time,neutral,0,0.7486569881439209
My appointment was excellent and didn t need any improvements,positive,0.9486051201820374,9.0,5.0,Appointment Availability,admiration,0,0.9486051201820374
The Dr an staff were extremely helpful and informative,positive,0.9754980206489564,9.0,5.0,Staff Professionalism,admiration,0,0.9754980206489564
Attentive efficient professional timely easy to work with very good quality of care,positive,0.9249146580696106,13.0,5.0,Staff Professionalism,admiration,0,0.9249146580696106
The doctors are very attentive and helpful in attending their patients,positive,0.9683492183685304,11.0,5.0,Staff Empathy and Compassion,admiration,0,0.9683492183685304
Dr PERSON had excellent bedside manners good listening and efficient plan was put in place Thank you,positive,0.947018563747406,17.0,5.0,Patient Respect,gratitude,0,0.947018563747406
I was there 3 times this week GP appointment blood test flu vaccine All were good but not sure which one you are asking about,neutral,0.5330190658569336,25.0,5.0,Vaccinations,confusion,0,0.5330190658569336
I am happy with the service,positive,0.96498304605484,6.0,5.0,Staff Professionalism,joy,0,0.96498304605484
The pharmacist dealing with the appointment was friendly knowledgeable and clearly hugely competent,positive,0.9586291313171388,13.0,5.0,Staff Professionalism,admiration,0,0.9586291313171388
Not sure which appointment you re asking about but both interactions went very well,positive,0.7819570899009705,13.0,5.0,Communication Effectiveness,approval,0,0.7819570899009705
Received attentively and carefully listened to Medical checks thorough Consultations not rushed Prescriptions and follow up good,positive,0.677280604839325,16.0,5.0,Patient Respect,approval,0,0.677280604839325
Professional kind caring absolutely amazing doctors and the reception the perfect,positive,0.977110743522644,11.0,5.0,Staff Empathy and Compassion,admiration,0,0.977110743522644
My doctor is wonderful understanding and caring,positive,0.976729929447174,7.0,5.0,Staff Empathy and Compassion,admiration,0,0.976729929447174
Have not been to the GP for ages,negative,0.4912353456020355,8.0,3.0,Appointment Availability,neutral,0,-0.4912353456020355
The diagnosis was correctly done and the cure was perfect,positive,0.909690797328949,10.0,5.0,Test Results,approval,0,0.909690797328949
The Dr Was very good and nice,positive,0.9776344299316406,7.0,5.0,Patient Respect,admiration,0,0.9776344299316406
Dr PERSON is such a great GP She is so kind and nice but very thorough and excellent in her care of this old patient Going for a flu jab with the nurse was very friendly efficient and quick The staff smile at you as you go in and out We are so lucky with this excellent GP practice,positive,0.956533432006836,59.0,5.0,Vaccinations,admiration,0,0.956533432006836
All the Staff very helpful and kind including the GP,positive,0.9711561799049376,10.0,5.0,Staff Empathy and Compassion,admiration,0,0.9711561799049376
The surgery stuff are friendly and helpful,positive,0.8966338038444519,7.0,5.0,Accessibility and Convenience,admiration,0,0.8966338038444519
My Doctor is understanding and actually cares and never fobs me off,positive,0.8425814509391785,12.0,5.0,Staff Empathy and Compassion,caring,0,0.8425814509391785
I feel a piece of mind now knowing what the issue has been,neutral,0.5325521230697632,13.0,5.0,Follow-up and Continuity of Care,neutral,0,0.5325521230697632
The staff at the Covid area was fantastic they were extremely kind friendly and helpful,positive,0.9652527570724488,15.0,5.0,Staff Empathy and Compassion,admiration,0,0.9652527570724488
Good empathy and understanding as well as really helpful follow up,positive,0.9559099674224854,11.0,5.0,Follow-up and Continuity of Care,admiration,0,0.9559099674224854
The attended GP was warm and attentive,positive,0.9068167209625244,7.0,5.0,Patient Respect,neutral,0,0.9068167209625244
The reception staff are always very polite and helpful and the doctors are caring and considerate,positive,0.968805730342865,16.0,5.0,Reception Staff Interaction,caring,0,0.968805730342865
Saw me on time gave me a clear assessment as well as suggestion how to overcome issue,neutral,0.5729789733886719,16.0,5.0,Staff Professionalism,neutral,0,0.5729789733886719
Although quite difficult to get an appointment everything else is impressive The GP I saw was helpful thoughtful personable and gave adequate time and consideration to the matters under consideration It was even followed up with a useful telephone call the same evening I do wonder how useful advertisements about heat shock are as the temperatures plunge and some of the wording could be improved but these are minor quibbles,positive,0.74111407995224,70.0,5.0,Staff Professionalism,admiration,0,0.74111407995224
I have a very good opinion of my GP They are always attentive explain everything in detail and I feel excellent about my medical care,positive,0.970944046974182,25.0,5.0,Staff Professionalism,admiration,0,0.970944046974182
The practice is very proactive at looking after my health That is a major bonus Staff are always professional and friendly Thank you,positive,0.970976173877716,23.0,5.0,Staff Professionalism,gratitude,0,0.970976173877716
The whole patient journey is efficient I do struggle with Patchs but I think this is universal for all practices in NW London,neutral,0.4833040535449981,23.0,5.0,Follow-up and Continuity of Care,approval,0,0.4833040535449981
Perfect service Well done to all concerned,positive,0.9785795211791992,7.0,5.0,Patient Respect,admiration,0,0.9785795211791992
Kept to appointment time Very professional,positive,0.9373649954795836,6.0,5.0,Patient Respect,neutral,0,0.9373649954795836
Chelsea Practice is well organised efficient and professional,positive,0.7727580666542053,8.0,5.0,Staff Professionalism,admiration,0,0.7727580666542053
The Chelsea practice are very efficient and helpful it is also not difficult to get through and to get an appointment if there is a mix up or a small error made the staff at reception are very kind and quick to correct anything The GPs here are also very helpful quick and efficient,positive,0.8001319169998169,54.0,5.0,Staff Professionalism,admiration,0,0.8001319169998169
I was seen quickly and the doctor was very helpful,positive,0.9463137984275818,10.0,5.0,Treatment Quality,approval,0,0.9463137984275818
Doctors and staff are very welcoming and very happy bunch,positive,0.9768268465995787,10.0,5.0,Patient Respect,joy,0,0.9768268465995787
Quick service efficient clear and to the point,positive,0.8458684086799622,8.0,5.0,Staff Professionalism,neutral,0,0.8458684086799622
On entering for the first time there was some arguing happening on reception between a client and the receptionist I was waiting for this to finish to check in for my appointment Once I managed to see the GP she didn t make me feel very at ease or comfortable As this is my first pregnancy I didn t know what to expect during my first checkup at the GP I didn t find the appointment friendly that helpful or supportive,negative,0.6355071663856506,78.0,2.0,Reception Staff Interaction,confusion,0,-0.6355071663856506
Amazing care staff are so welcoming and kind to us,positive,0.9781328439712524,10.0,5.0,Staff Empathy and Compassion,admiration,0,0.9781328439712524
Friendly service by all Appointment was kept to the time I had been given,positive,0.8813712000846863,14.0,5.0,Follow-up and Continuity of Care,neutral,0,0.8813712000846863
Always satisfied with always treated with respect and timing,positive,0.8362530469894409,9.0,5.0,Treatment Quality,approval,0,0.8362530469894409
The GP does all possible checks that may come with my disease,neutral,0.7525691986083984,12.0,5.0,Test Results,neutral,0,0.7525691986083984
The staff are always very friendly and helpful even if they re very busy They are cordial and have always made time for my family s needs,positive,0.9446879625320436,25.0,5.0,Staff Empathy and Compassion,admiration,0,0.9446879625320436
They followed up when I cancelled an appointment and arranged a time I could make,neutral,0.8750205636024475,15.0,5.0,Follow-up and Continuity of Care,neutral,0,0.8750205636024475
The practice seems to run perfectly,positive,0.8728704452514648,6.0,5.0,Follow-up and Continuity of Care,approval,0,0.8728704452514648
I was seen on time changed one inhaler for a slightly stronger one and overall was very helpful and made me feel very comfortable Thank you 🙏,positive,0.9444262385368348,27.0,5.0,Appointment Availability,gratitude,0,0.9444262385368348
Efficiently run GP practice and with excellent comms between colleagues on patient s issues,positive,0.7369154691696167,13.0,5.0,Staff Professionalism,neutral,0,0.7369154691696167
I have always been satisfied with your attention staff and service,positive,0.9429519176483154,12.0,5.0,Patient Respect,approval,0,0.9429519176483154
The reception staff is helpful and friendly and Dr PERSON she is great as human and experience as Doctor,positive,0.965772271156311,20.0,5.0,Reception Staff Interaction,admiration,0,0.965772271156311
This is how a GPs surgery should be I get the impression the team feel valued and supported by each other Dr PERSON is a fantastic person as are all the GPs,positive,0.9664382934570312,32.0,5.0,Staff Professionalism,admiration,0,0.9664382934570312
Dr PERSON s advice and service always wonderful Front desk efficient but empathetic and helpful,positive,0.9656980037689208,14.0,5.0,Staff Empathy and Compassion,admiration,0,0.9656980037689208
All the staff in the clinic are nice accommodating professional and attentive,positive,0.9639010429382324,12.0,5.0,Staff Professionalism,admiration,0,0.9639010429382324
The staff and doctor at the Chelsea Practice are always very courteous make you feel very welcome Always very helpful,positive,0.9797250628471376,21.0,5.0,Staff Professionalism,gratitude,0,0.9797250628471376
The staff at Abingdon are excellent very professional and courteous They do their job with pride,positive,0.9722365736961364,16.0,5.0,Staff Professionalism,admiration,0,0.9722365736961364
Because every one so plight and helpfull,positive,0.7442011833190918,7.0,5.0,Patient Respect,neutral,0,0.7442011833190918
Seen promptly nurse was friendly and efficient,positive,0.791887104511261,7.0,5.0,Patient Respect,admiration,0,0.791887104511261
Always on time and friendly staff,positive,0.9373009204864502,6.0,5.0,Staff Professionalism,neutral,0,0.9373009204864502
Same day appointment Dr PERSON is top doc GP,positive,0.7385908961296082,9.0,5.0,Appointment Availability,neutral,0,0.7385908961296082
System is efficient and was seen promptly,positive,0.7483941912651062,7.0,5.0,Follow-up and Continuity of Care,approval,0,0.7483941912651062
The communication the Attention Don t lcare,negative,0.4922688603401184,6.0,5.0,Patient Respect,neutral,0,-0.4922688603401184
Even though it was just online when I consulted I felt like I was seen,neutral,0.706468939781189,15.0,5.0,Accessibility and Convenience,neutral,0,0.706468939781189
All the clinic staff including the receptionist the GP dealt as fast good as I thought,positive,0.8577651977539062,19.0,5.0,Reception Staff Interaction,neutral,0,0.8577651977539062
The receptionists assistants are always extremely helpful and efficient,positive,0.9779250621795654,9.0,5.0,Reception Staff Interaction,admiration,0,0.9779250621795654
Dr PERSON is thorough and empathetic Most of the staff at reception do their best to address queries and concerns,positive,0.8039736747741699,20.0,5.0,Staff Empathy and Compassion,admiration,0,0.8039736747741699
This was a pre booked appointment and there was no need to interact with reception staff,neutral,0.6271975636482239,15.0,4.0,Appointment Availability,neutral,0,0.6271975636482239
Superb GP practice everything well attended to,positive,0.9750258922576904,7.0,5.0,Staff Professionalism,admiration,0,0.9750258922576904
I needed an emergency appointment for my eye and the receptionist was very understanding to give me an emergency appointment for the same day Thank you so much as always for your excellent care and service,positive,0.8836178183555603,36.0,5.0,Reception Staff Interaction,gratitude,0,0.8836178183555603
Because Dr PERSON is very good listener,positive,0.912158191204071,7.0,5.0,Patient Respect,admiration,0,0.912158191204071
I was dealt with professionally as usual,neutral,0.5177100300788879,7.0,5.0,Follow-up and Continuity of Care,approval,0,0.5177100300788879
Dr PERSON and the receptionist were both excellent helpful and efficient Many thanks,positive,0.97344571352005,13.0,5.0,Reception Staff Interaction,gratitude,0,0.97344571352005
Staff friendly easy to make appointments,positive,0.8376451134681702,6.0,5.0,Accessibility and Convenience,neutral,0,0.8376451134681702
The doctor was on time very attentive to my condition and thoroughly examined me before referring me and emailing me exercise to help with my sciatica,positive,0.781593382358551,26.0,5.0,Treatment Quality,caring,0,0.781593382358551
The doktor examined me very well and gave me thw nessesary test to take,positive,0.8033401370048523,14.0,5.0,Test Results,neutral,0,0.8033401370048523
They are always pleasant and welcoming which is important,positive,0.9572112560272216,9.0,5.0,Environment and Ambiance,approval,0,0.9572112560272216
Friendly reception Short waiting time Pleasant surroundings,positive,0.8637708425521851,7.0,5.0,Accessibility and Convenience,neutral,0,0.8637708425521851
I have always a good experience of your service Yes Nothing to complain about it is the distance which gives me concerns,positive,0.7683778405189514,22.0,4.0,Patient Respect,admiration,0,0.7683778405189514
I was told that my appointment was around 2 p m and I waited for an hour and a half for it as it was around 2 30,neutral,0.8967624306678772,26.0,4.0,Waiting Time,neutral,0,0.8967624306678772
The injection didn t hurt and I was completely fine after it,positive,0.862742006778717,11.0,5.0,Vaccinations,approval,0,0.862742006778717
I needed a face to face appointment Called at 9 30 Was seen at 11 am,neutral,0.8617294430732727,15.0,5.0,Appointment Availability,neutral,0,0.8617294430732727
The doctors I saw was very understanding and kind for both me and my son Thank you very much Dr PERSON Reception lovely as always,positive,0.9766612648963928,25.0,5.0,Patient Respect,gratitude,0,0.9766612648963928
I have spoken to the doctor Thanks,neutral,0.7016068696975708,7.0,4.0,Patient Respect,gratitude,0,0.7016068696975708
Requirement for test very efficient and quick work by Chelsea and Westminster quick telephone feedback from the doctor PERSON Further quick reply from another doctor when I sent a message via patches Good work by receptionist to get my further tests done on same visit as flu vaccine All this very good,positive,0.9035500884056092,52.0,4.0,Reception Staff Interaction,admiration,0,0.9035500884056092
Helpful front desk staff Friendly and helpful doctor,positive,0.9502251148223876,8.0,4.0,Reception Staff Interaction,admiration,0,0.9502251148223876
I was very happy the way I was treated and looked after,positive,0.9702332019805908,12.0,5.0,Treatment Quality,joy,0,0.9702332019805908
Efficient and easy and nice reception and nurse,positive,0.9587254524230956,8.0,5.0,Reception Staff Interaction,admiration,0,0.9587254524230956
I know that the NHS is suffering but feel it s very difficult for the Doctor or patient to know or respect each other without actual eye contact and only telephone calls to communicate anything,negative,0.8156501054763794,34.0,3.0,Communication Effectiveness,sadness,0,-0.8156501054763794
Everything went like clockwork PERSON the Head Receptionist is exceptional,positive,0.9357659220695496,10.0,5.0,Reception Staff Interaction,admiration,0,0.9357659220695496
Too laborious and long winded to deal with the simplest things,negative,0.8122509717941284,11.0,3.0,Accessibility and Convenience,disappointment,0,-0.8122509717941284
The staff member I spoke to was ill informed of the common condition I have and misdiagnosed me,negative,0.8509109616279602,18.0,2.0,Patient Education and Information,disappointment,0,-0.8509109616279602
Very receptive to my request for an appointment Very receptive doctor,positive,0.9514085054397584,11.0,5.0,Appointment Availability,neutral,0,0.9514085054397584
We had some emergencies recently and the surgery reacted promptly and professionally,positive,0.6091406941413879,12.0,5.0,Staff Professionalism,approval,0,0.6091406941413879
I came in for a flu shot,neutral,0.7765622138977051,7.0,5.0,Vaccinations,neutral,0,0.7765622138977051
Friendy staff very helpful and very professional,positive,0.9541054964065552,7.0,5.0,Staff Professionalism,admiration,0,0.9541054964065552
The doctor came and visited me at home with a nurse I was very happy,positive,0.9684379696846008,15.0,5.0,Follow-up and Continuity of Care,joy,0,0.9684379696846008
I was seen quickly and in a very professional way,positive,0.8094127178192139,10.0,5.0,Staff Professionalism,approval,0,0.8094127178192139
It took over three days to get a slot on patch s to request an appt In my mind this is very poor Once thru I got an appt the next day which was great The GP gave me something to relive the symptoms but there was no effort made or following to find what caused my skin reaction all of sudden So now I will have to go back and ask for a referral,negative,0.8401579260826111,75.0,3.0,Appointment Availability,admiration,0,-0.8401579260826111
The doctor phoned me back within an hour spent 20 minutes on the phone going through lots of updating on medication as a result of which she prescribed a new medicine and booked me in for an appointment next Monday,neutral,0.5701287984848022,40.0,5.0,Prescriptions and Medication Management,neutral,0,0.5701287984848022
My conversation with the Dr was great absolutely no complaint Very calm good listener considerate In that call we discussed referral but before he made it he wanted to check my bloods I took the first appointment he offered for bloods I then heard nothing I checked the blood results online which show normal no further action Who ever checked the bloods did not know that they were a check ahead of a referral rather than the end of the end of the plan I have now spent three weeks trying to speak to that doctor to follow up calls there are no appointments use patches etc I have had one time offered that I was unavailable for immediately replied and received the reply there are no appointments with this doctor would you like to see if we can find a time either another doctor No Ideally I would gave liked the original doctor to contact me not me chase him As a minimum I would like to speak to the same doctor rather than start explaining all over again I dread trying to get help from my GP,positive,0.6582379341125488,191.0,1.0,Follow-up and Continuity of Care,neutral,0,0.6582379341125488
I got an appointment quickly and my issue was dealt with,positive,0.656497061252594,11.0,5.0,Appointment Availability,neutral,0,0.656497061252594
Everything was done expeditiously and explained,positive,0.787983238697052,6.0,5.0,Staff Professionalism,approval,0,0.787983238697052
The doctor I saw was excellent Her help and advice really good,positive,0.9764586687088012,12.0,5.0,Staff Professionalism,admiration,0,0.9764586687088012
The service I receive each time I visit the surgery all the staff from the receptionists The nurse The Doctors I always get treated well They are all so helpful I like everyone at this Surgery where I have been a patient for many years And looked after very well,positive,0.9753310680389404,52.0,5.0,Treatment Quality,admiration,0,0.9753310680389404
It was not a consultation I was asked to get my vaccination That is all I have not seen a GP for st least 5 years,negative,0.6595945954322815,26.0,,Vaccinations,neutral,0,-0.6595945954322815
From the minute of first contacting the surgery via patchs to the initial consultation with a GP then further follow up appointments and communication with various staff members I have had nothing but a positive experience,positive,0.91033935546875,36.0,5.0,Follow-up and Continuity of Care,approval,0,0.91033935546875
Was early for appointment but was seen straight away,neutral,0.5929031372070312,9.0,5.0,Appointment Availability,neutral,0,0.5929031372070312
Dr PERSON explained to me in detail about my virus and also How he would treat and the reason why he chose to,neutral,0.861748218536377,23.0,5.0,Patient Education and Information,neutral,0,0.861748218536377
Very thorough consultation and very reassuring,positive,0.9539891481399536,6.0,5.0,Patient Respect,caring,0,0.9539891481399536
I had an appointment on the same day as filling in an online form,neutral,0.9112740755081176,14.0,5.0,Appointment Availability,neutral,0,0.9112740755081176
PERSON arrived late for my appointment and still they made an space to see me a few minutes later,negative,0.7069471478462219,19.0,5.0,Appointment Availability,neutral,0,-0.7069471478462219
It was a flu jab appointment It was on time and quick,positive,0.7517684102058411,12.0,4.0,Vaccinations,neutral,0,0.7517684102058411
Appointment on time and not just limited to a few minutes,positive,0.5723127722740173,11.0,5.0,Appointment Availability,neutral,0,0.5723127722740173
The staff were all friendly and professional,positive,0.9355945587158204,7.0,5.0,Staff Professionalism,admiration,0,0.9355945587158204
quickly and efficiently included in the registration process as a new patient was soon registered with a doctor the necessary tests were professionally and correctly prescribed recommendations were given and adequate therapy was offered,positive,0.6102656722068787,34.0,5.0,Staff Professionalism,neutral,0,0.6102656722068787
I came for a blood test and was redirected to main reception The receptionist was as always courteous and patient and the nurse on duty was very kind and also gave me my flu jab,positive,0.8327261209487915,35.0,5.0,Reception Staff Interaction,neutral,0,0.8327261209487915
Every one was very profesional and kind I was seen on time,positive,0.9269742369651794,12.0,5.0,Patient Respect,neutral,0,0.9269742369651794
Every stage went smoothly and on time,positive,0.8513122797012329,7.0,5.0,Staff Professionalism,approval,0,0.8513122797012329
When I asked reception to authorise a monthly prescription that hadn t been sent they said they would That still has not happened Also another regular prescription was stopped and two weeks overdue Plus I have a number to call I think to set up an appointment but that was not explained,negative,0.7820737361907959,51.0,3.0,Reception Staff Interaction,neutral,0,-0.7820737361907959
I was greeted nicely and seen promptly Given a thoughtful and thorough examination and put at my ease I also didn t feel rushed,positive,0.8294209837913513,23.0,5.0,Patient Respect,approval,0,0.8294209837913513
The gentleman in the reception listened to me carefully and tried to help me Meanwhile his speaking was very good and slowly and I could understand him so I got confidence and had enough time to tell him what I needed and what I wanted,positive,0.8085509538650513,45.0,5.0,Reception Staff Interaction,admiration,0,0.8085509538650513
I was sent to the wrong place Dear Mr PERSON Apologies for you not being informed that your appointment was at the Good Practice and not at Violet Melchett Please contact us again when you are able to book again Kind regards Jane Health Partners at Violet Melchett,neutral,0.590017557144165,48.0,1.0,Appointment Availability,remorse,0,0.590017557144165
The various problems I have presented have been dealt with promptly and efficiently by the staff at Health Partners,positive,0.5240767598152161,19.0,4.0,Staff Professionalism,approval,0,0.5240767598152161
You were able to provide both a covid and flu jab for my wife and I at the same time thanks,positive,0.8095507621765137,22.0,4.0,Vaccinations,gratitude,0,0.8095507621765137
When I see a doctor the experience is usually positive getting to see a doctor and navigating the App and calling reception is more difficult,neutral,0.5540587306022644,25.0,4.0,Reception Staff Interaction,approval,0,0.5540587306022644
My waiting time was minimal and I was seen very quickly and the staff are very professional,positive,0.935596227645874,17.0,5.0,Staff Professionalism,admiration,0,0.935596227645874
The doctor called me at the time that I was told they would and was professional and kind,positive,0.6710295081138611,18.0,4.0,Staff Professionalism,neutral,0,0.6710295081138611
Was seen on time and had all my queries dealt with clearly,positive,0.720678985118866,12.0,5.0,Follow-up and Continuity of Care,neutral,0,0.720678985118866
I checked in easily using the screen in the waiting area and I did not wait long until the nurse called me in for my appointment with them The nurse doing my smear was friendly and efficient,positive,0.7784821391105652,37.0,5.0,Accessibility and Convenience,neutral,0,0.7784821391105652
I do not recall a consultation with my GP for 5 years I was asked to go for my vaccines Is the consider a consultation,negative,0.5174343585968018,25.0,,Vaccinations,neutral,0,-0.5174343585968018
The doctors and support staff are friendly and supportive,positive,0.9447655081748962,9.0,5.0,Staff Empathy and Compassion,approval,0,0.9447655081748962
Originally the appointments were booked at the Earls Court Hub These were changed to Flood Walk As I live in Earls Court it s a hassle to get to Flood Walk and considering I have been in and out of hospital for a couple of years it s a bit of a trial to get there,neutral,0.5843384265899658,54.0,3.0,Appointment Availability,neutral,0,0.5843384265899658
Seen on time staff are polite and helpful,positive,0.8321113586425781,8.0,4.0,Patient Respect,admiration,0,0.8321113586425781
Good reception with very helpful service,positive,0.9602239727973938,6.0,5.0,Patient Respect,admiration,0,0.9602239727973938
Very caring and I felt listened to,positive,0.9590924382209778,7.0,5.0,Patient Respect,caring,0,0.9590924382209778
They are there whenever I need them,positive,0.7266353964805603,7.0,5.0,Follow-up and Continuity of Care,neutral,0,0.7266353964805603
helpful courteous and resolved the issue,positive,0.4916521906852722,6.0,5.0,Patient Respect,approval,0,0.4916521906852722
I was able to get an on the day appointment for a condition that turned out to be fairly serious I thought Dr PERSON was really helpful and assisted me in getting into the A E quickly And in particular I was surprised and impressed that she followed through and checked on me after I was omitted I really appreciated that,positive,0.7749074101448059,58.0,5.0,Follow-up and Continuity of Care,surprise,0,0.7749074101448059
Because everything went to plan and I was seen on time and the doctor phoned at the appointed time I was able to ask questions as a result of which the dr made an appointment for me to see a cardiologist,positive,0.7341958284378052,41.0,5.0,Follow-up and Continuity of Care,neutral,0,0.7341958284378052
Reception staff are incredibly helpful and caring Followed by excellent consultations,positive,0.9759750366210938,11.0,5.0,Staff Empathy and Compassion,admiration,0,0.9759750366210938
Although I had an appointment just to have a BP monitor fitted I felt very unwell and was seen by a doctor who put me on medication there and then I felt really comforted by the doctor s prompt actions,neutral,0.4715899527072906,39.0,4.0,Prescriptions and Medication Management,caring,0,0.4715899527072906
I received a good attention and tests were programmed,positive,0.7924656867980957,9.0,4.0,Test Results,admiration,0,0.7924656867980957
Seen on the day receptionist was extremely good,positive,0.9476854205131532,8.0,5.0,Reception Staff Interaction,admiration,0,0.9476854205131532
The doctor was very good at explains my blood and test results,positive,0.910759210586548,12.0,5.0,Test Results,admiration,0,0.910759210586548
I needed an urgent same day appointment I had a short wait at reception and was then offered an appointment within 45 minutes I waited and then had a very satisfactory consultation,positive,0.5982376933097839,32.0,5.0,Reception Staff Interaction,approval,0,0.5982376933097839
Everybody was very kind Having said that when we arrived to the reception desk it was 3 member of staff and when we went to ask one of them that seems to be less busy a question he directed us to queue in the gentlement how was busier,positive,0.7648072838783264,48.0,5.0,Reception Staff Interaction,neutral,0,0.7648072838783264
I was given time to describe my symptoms,neutral,0.852179765701294,8.0,5.0,Patient Education and Information,neutral,0,0.852179765701294
It s difficult to get face to face appointments regarding my condition,negative,0.789226233959198,11.0,3.0,Appointment Availability,sadness,0,-0.789226233959198
The receptionist booked me an appointment on Monday 14 October to come back Wednesday morning 16 October to have a blood test I came over at the appointed time and the appointment was not in the system The receptionist was different and considering the situation tried and booked me to see the nurse for a blood test The blood test however was not successful as not enough blood sample could be extracted from your veins on three attempts I was given a form to attend at the Chelsea and Westminster Hospital at a different time and make sure I am well hydrated,neutral,0.6672536730766296,102.0,3.0,Reception Staff Interaction,neutral,0,0.6672536730766296
Very responsive and available clinical and administrative teams Felt resassurred when they could accomodate an earlier appoinment about a health concern,positive,0.8061804175376892,21.0,5.0,Appointment Availability,neutral,0,0.8061804175376892
It was friendly and professional and I felt I was listened to and my needs were fullfilled,positive,0.9191831350326538,17.0,5.0,Staff Empathy and Compassion,approval,0,0.9191831350326538
Good communication and reminders before my appointment friendly reception and no wait to be seen The new building is very nice,positive,0.9839555621147156,21.0,5.0,Staff Professionalism,admiration,0,0.9839555621147156
Prompt answering of phone efficient service when I got to the Practice Helpful friendly staff Minimal waiting time All in all excellent service,positive,0.9443750977516174,23.0,5.0,Staff Professionalism,admiration,0,0.9443750977516174
All GPs and Staff are great,positive,0.9768177270889282,6.0,5.0,Treatment Quality,admiration,0,0.9768177270889282
Quiet surgery clean and friendly staff,positive,0.9297574162483216,6.0,5.0,Facility Cleanliness,neutral,0,0.9297574162483216
As usual polite efficient and helpful,positive,0.9373778104782104,6.0,5.0,Patient Respect,admiration,0,0.9373778104782104
Polite efficient dIdnt take long,neutral,0.5096297860145569,7.0,5.0,Patient Respect,neutral,0,0.5096297860145569
Speedy and efficient appointment booking Friendly practice on arrival Extremely engaging GP,positive,0.9558348059654236,12.0,5.0,Patient Respect,admiration,0,0.9558348059654236
